index,time,entity_id,idcode,soc,fracsec_count,captured_at,lag_ms,freq,freq_dev,rocof,mw,mvar,mva,power_factor,va_mag,va_ang,vb_mag,vb_ang,vc_mag,vc_ang,ia_mag,ia_ang,stat,digital,crc_valid,time_quality
11,2026-09-07T04:58:44.68Z,pmu-4,1,1788757124,680000,2026-09-07T04:58:32.8685926Z,-11811.407,60.001938,0.001938,-0.000066,0.000000,0.000000,0.000000,1.000000,50.000000,-180.000000,50.000000,-180.000000,50.000000,-180.000000,50.000000,-180.000000,0,2,true,0
12,2026-09-07T04:58:44.84Z,pmu-1,1,1788757124,840000,2026-09-07T04:58:32.8685926Z,-11971.407,60.007423,0.007423,0.000204,0.000000,0.000000,0.000000,1.000000,73.970795,-6.009954,73.998932,-6.488326,73.980835,-7.154194,73.990067,-8.818171,0,14,true,0
13,2026-09-07T04:58:45.1Z,pmu-2,1,1788757125,100000,2026-09-07T04:58:32.8685926Z,-12231.407,60.000595,0.000595,0.000196,0.000000,0.000000,0.000000,1.000000,62.024261,-92.471474,61.982517,-93.615181,61.997517,-93.927269,62.003185,-93.159500,0,13,true,0
14,2026-09-07T04:58:43.98Z,pmu-3,1,1788757123,980000,2026-09-07T04:58:32.8685926Z,-11111.407,59.999352,-0.000648,-0.000025,0.000000,0.000000,0.000000,1.000000,61.994537,-93.317513,61.993332,-94.042175,61.995659,-93.711945,62.004059,-94.121758,0,7,true,0
15,2026-09-07T04:58:45Z,pmu-3,1,1788757125,0,2026-09-07T04:58:32.8691632Z,-12130.837,60.008957,0.008957,0.000192,0.000000,0.000000,0.000000,1.000000,64.995621,-71.461609,64.989586,-72.423096,64.992149,-72.404221,65.010139,-72.005486,0,8,true,0
16,2026-09-07T04:58:45.22Z,pmu-5,1,1788757125,220000,2026-09-07T04:58:32.9159222Z,-12304.078,60.007988,0.007988,0.000056,0.000000,0.000000,0.000000,1.000000,77.024658,13.389690,77.003380,13.834934,76.993774,14.171170,76.978951,14.407637,0,11,true,0
17,2026-09-07T04:58:45.12Z,pmu-2,1,1788757125,120000,2026-09-07T04:58:32.9159222Z,-12204.078,59.995464,-0.004536,-0.000103,0.000000,0.000000,0.000000,1.000000,65.018280,-71.225258,64.975281,-71.854782,64.996361,-72.549255,65.010765,-71.110199,0,14,true,0
18,2026-09-07T04:58:45.02Z,pmu-3,1,1788757125,20000,2026-09-07T04:58:32.9159222Z,-12104.078,60.006718,0.006718,-0.000045,0.000000,0.000000,0.000000,1.000000,67.996475,-50.030956,67.994591,-50.277000,67.984108,-51.089954,68.015923,-49.952759,0,9,true,0
19,2026-09-07T04:58:44.86Z,pmu-1,1,1788757124,860000,2026-09-07T04:58:32.9159222Z,-11944.078,60.002934,0.002934,-0.000090,0.000000,0.000000,0.000000,1.000000,76.970161,15.342745,77.007973,15.669455,76.970879,13.912297,76.988968,12.872214,0,15,true,0
20,2026-09-07T04:58:45.24Z,pmu-5,1,1788757125,240000,2026-09-07T04:58:32.9159222Z,-12324.078,60.007290,0.007290,-0.000014,0.000000,0.000000,0.000000,1.000000,80.015152,35.510578,80.012589,35.776695,79.987236,35.783604,79.969917,36.154079,0,12,true,0
21,2026-09-07T04:58:44.7Z,pmu-4,1,1788757124,700000,2026-09-07T04:58:32.9159222Z,-11784.078,60.003567,0.003567,0.000033,0.000000,0.000000,0.000000,1.000000,53.003391,-158.744003,53.000927,-158.473190,53.007908,-158.935150,53.003433,-158.857910,0,3,true,0
22,2026-09-07T04:58:45.04Z,pmu-3,1,1788757125,40000,2026-09-07T04:58:32.9159222Z,-12124.078,59.997265,-0.002735,-0.000189,0.000000,0.000000,0.000000,1.000000,70.986542,-28.690704,70.997978,-29.137590,70.977402,-29.292137,71.011223,-27.804245,0,10,true,0
23,2026-09-07T04:58:45.14Z,pmu-2,1,1788757125,140000,2026-09-07T04:58:32.9159222Z,-12224.078,59.992702,-0.007298,-0.000055,0.000000,0.000000,0.000000,1.000000,68.028084,-49.833256,67.966209,-50.066936,67.997383,-50.582241,68.001404,-49.775127,0,15,true,0
24,2026-09-07T04:58:44.72Z,pmu-4,1,1788757124,720000,2026-09-07T04:58:32.9164361Z,-11803.564,60.004009,0.004009,0.000009,0.000000,0.000000,0.000000,1.000000,56.013241,-137.530289,56.009464,-136.335541,56.000679,-137.515060,55.993984,-137.548843,0,4,true,0
25,2026-09-07T04:58:44.88Z,pmu-1,1,1788757124,880000,2026-09-07T04:58:32.9164361Z,-11963.564,60.006649,0.006649,0.000074,0.000000,0.000000,0.000000,1.000000,79.962746,37.203930,80.014275,37.229534,79.962616,35.066952,79.986702,34.852478,0,0,true,0
26,2026-09-07T04:58:45.26Z,pmu-5,1,1788757125,260000,2026-09-07T04:58:32.9612287Z,-12298.771,59.992077,-0.007923,-0.000304,0.000000,0.000000,0.000000,1.000000,83.007828,57.596703,83.010788,57.168667,82.978729,57.390896,82.969048,58.278740,0,13,true,0
27,2026-09-07T04:58:44.9Z,pmu-1,1,1788757124,900000,2026-09-07T04:58:32.9612287Z,-11938.771,59.997566,-0.002434,-0.000182,0.000000,0.000000,0.000000,1.000000,82.955048,59.002167,83.007278,59.397839,82.964928,56.412201,82.993874,57.011448,0,1,true,0
28,2026-09-07T04:58:45.06Z,pmu-3,1,1788757125,60000,2026-09-07T04:58:32.9612287Z,-12098.771,59.999908,-0.000092,0.000053,0.000000,0.000000,0.000000,1.000000,73.995949,-7.184131,73.990845,-6.981069,73.973335,-7.797943,74.017639,-5.811041,0,11,true,0
29,2026-09-07T04:58:45.16Z,pmu-2,1,1788757125,160000,2026-09-07T04:58:32.9612287Z,-12198.771,60.008812,0.008812,0.000322,0.000000,0.000000,0.000000,1.000000,71.028412,-28.288773,70.962494,-28.973375,70.988106,-28.916512,71.010628,-28.456594,0,0,true,0
30,2026-09-07T04:58:44.74Z,pmu-4,1,1788757124,740000,2026-09-07T04:58:32.9612287Z,-11778.771,59.992493,-0.007507,-0.000230,0.000000,0.000000,0.000000,1.000000,59.022835,-116.469246,59.013973,-114.570076,59.005558,-116.034996,58.991817,-115.950928,0,5,true,0
31,2026-09-07T04:58:45.08Z,pmu-3,1,1788757125,80000,2026-09-07T04:58:33.0031379Z,-12076.862,59.997524,-0.002476,-0.000048,0.000000,0.000000,0.000000,1.000000,77.003105,14.257395,76.984055,14.559848,76.975998,14.058137,77.022148,16.116488,0,12,true,0
32,2026-09-07T04:58:44.76Z,pmu-4,1,1788757124,760000,2026-09-07T04:58:33.0031379Z,-11756.862,60.001011,0.001011,0.000170,0.000000,0.000000,0.000000,1.000000,62.024002,-95.229088,62.005108,-93.539612,62.012096,-94.707893,61.988167,-94.006477,0,6,true,0
33,2026-09-07T04:58:45.18Z,pmu-2,1,1788757125,180000,2026-09-07T04:58:33.0031379Z,-12176.862,60.004585,0.004585,-0.000085,0.000000,0.000000,0.000000,1.000000,74.037781,-6.873789,73.971397,-7.884083,73.982018,-7.725241,74.004868,-6.456816,0,1,true,0
34,2026-09-07T04:58:44.92Z,pmu-1,1,1788757124,920000,2026-09-07T04:58:33.0031379Z,-11916.862,60.006115,0.006115,0.000171,0.000000,0.000000,0.000000,1.000000,85.956924,80.084190,86.010429,80.827545,85.973167,78.435234,85.997414,79.063789,0,2,true,0
35,2026-09-07T04:58:45.28Z,pmu-5,1,1788757125,280000,2026-09-07T04:58:33.0031379Z,-12276.862,60.002750,0.002750,0.000213,0.000000,0.000000,0.000000,1.000000,86.003426,79.053543,86.015060,78.832230,85.982208,78.572273,85.970650,79.308334,0,14,true,0
36,2026-09-07T04:58:45.3Z,pmu-5,1,1788757125,300000,2026-09-07T04:58:33.0486591Z,-12251.341,59.996243,-0.003757,-0.000130,0.000000,0.000000,0.000000,1.000000,89.007767,100.882980,89.006004,100.049408,88.979774,100.225937,88.963135,100.600700,0,15,true,0
37,2026-09-07T04:58:45.2Z,pmu-2,1,1788757125,200000,2026-09-07T04:58:33.0486591Z,-12151.341,60.000755,0.000755,-0.000077,0.000000,0.000000,0.000000,1.000000,77.029518,14.848874,76.969193,14.267158,76.986130,14.026589,77.004555,15.467109,0,2,true,0
38,2026-09-07T04:58:44.78Z,pmu-4,1,1788757124,780000,2026-09-07T04:58:33.0486591Z,-11731.341,60.000519,0.000519,-0.000010,0.000000,0.000000,0.000000,1.000000,65.020035,-73.793259,65.001457,-71.755539,65.020912,-73.624863,64.985153,-72.841682,0,7,true,0
39,2026-09-07T04:58:45.32Z,pmu-5,1,1788757125,320000,2026-09-07T04:58:33.0486591Z,-12271.341,59.990040,-0.009960,-0.000124,0.000000,0.000000,0.000000,1.000000,92.016533,122.598930,91.999413,121.445679,91.988281,121.745239,91.961266,122.598167,0,0,true,0
40,2026-09-07T04:58:45.22Z,pmu-2,1,1788757125,220000,2026-09-07T04:58:33.0486591Z,-12171.341,60.001137,0.001137,0.000008,0.000000,0.000000,0.000000,1.000000,80.029823,36.351078,79.965919,35.561069,79.982727,35.458462,80.009224,36.499992,0,3,true,0
41,2026-09-07T04:58:45.1Z,pmu-3,1,1788757125,100000,2026-09-07T04:58:33.0486591Z,-12051.341,59.999584,-0.000416,0.000041,0.000000,0.000000,0.000000,1.000000,80.011795,35.763550,79.991074,35.979973,79.967735,35.350475,80.025803,37.557838,0,13,true,0
42,2026-09-07T04:58:44.94Z,pmu-1,1,1788757124,940000,2026-09-07T04:58:33.0486591Z,-11891.341,59.991817,-0.008183,-0.000286,0.000000,0.000000,0.000000,1.000000,88.953659,102.100792,89.005898,102.815781,88.976128,100.098969,88.994492,100.996880,0,3,true,0
43,2026-09-07T04:58:44.96Z,pmu-1,1,1788757124,960000,2026-09-07T04:58:33.0486591Z,-11911.341,59.992519,-0.007481,0.000014,0.000000,0.000000,0.000000,1.000000,91.950447,124.262207,92.005615,124.398521,91.969406,121.473045,92.002243,122.315659,0,4,true,0
44,2026-09-07T04:58:45.12Z,pmu-3,1,1788757125,120000,2026-09-07T04:58:33.0486591Z,-12071.341,59.997837,-0.002163,-0.000035,0.000000,0.000000,0.000000,1.000000,83.005142,57.738361,82.991745,57.650772,82.963806,56.760490,83.021667,59.578632,0,14,true,0
45,2026-09-07T04:58:44.8Z,pmu-4,1,1788757124,800000,2026-09-07T04:58:33.0486591Z,-11751.341,60.002613,0.002613,0.000042,0.000000,0.000000,0.000000,1.000000,68.013412,-51.801529,68.009460,-49.779640,68.019394,-52.160431,67.990166,-51.326328,0,8,true,0
46,2026-09-07T04:58:45.34Z,pmu-5,1,1788757125,340000,2026-09-07T04:58:33.1022521Z,-12237.748,60.006165,0.006165,0.000322,0.000000,0.000000,0.000000,1.000000,95.011574,144.520966,94.994743,142.705460,94.987000,143.150360,94.953316,144.339569,0,1,true,0
47,2026-09-07T04:58:44.82Z,pmu-4,1,1788757124,820000,2026-09-07T04:58:33.1022521Z,-11717.748,60.006824,0.006824,0.000084,0.000000,0.000000,0.000000,1.000000,71.012527,-30.498314,71.003746,-28.492689,71.014511,-30.368383,70.985474,-29.752502,0,9,true,0
48,2026-09-07T04:58:45.24Z,pmu-2,1,1788757125,240000,2026-09-07T04:58:33.1022521Z,-12137.748,59.992104,-0.007896,-0.000181,0.000000,0.000000,0.000000,1.000000,83.021492,57.995544,82.956863,57.663982,82.988235,56.851238,83.014046,58.050175,0,4,true,0
49,2026-09-07T04:58:45.36Z,pmu-5,1,1788757125,360000,2026-09-07T04:58:33.1022521Z,-12257.748,59.992794,-0.007206,-0.000267,0.000000,0.000000,0.000000,1.000000,98.013184,166.038696,97.990570,164.259247,97.993393,164.432648,97.948372,166.164322,0,2,true,0
50,2026-09-07T04:58:45.14Z,pmu-3,1,1788757125,140000,2026-09-07T04:58:33.1022521Z,-12037.748,60.000549,0.000549,0.000054,0.000000,0.000000,0.000000,1.000000,86.014030,79.586639,85.984154,79.241837,85.971626,78.404045,86.030701,80.645187,0,15,true,0
51,2026-09-07T04:58:44.98Z,pmu-1,1,1788757124,980000,2026-09-07T04:58:33.1022521Z,-11877.748,59.999134,-0.000866,0.000132,0.000000,0.000000,0.000000,1.000000,94.955650,146.328232,95.005066,145.711151,94.975739,142.503311,95.011421,144.480286,0,5,true,0
52,2026-09-07T04:58:44.84Z,pmu-4,1,1788757124,840000,2026-09-07T04:58:33.1022521Z,-11737.748,59.996277,-0.003723,-0.000211,0.000000,0.000000,0.000000,1.000000,74.021126,-8.580859,73.997017,-6.795170,74.014702,-8.421412,73.989296,-7.877502,0,10,true,0
53,2026-09-07T04:58:45.26Z,pmu-2,1,1788757125,260000,2026-09-07T04:58:33.1022521Z,-12157.748,59.990074,-0.009926,-0.000041,0.000000,0.000000,0.000000,1.000000,86.014397,79.349716,85.948456,78.731972,85.990707,78.111824,86.008080,80.138321,0,5,true,0
54,2026-09-07T04:58:45Z,pmu-1,1,1788757125,0,2026-09-07T04:58:33.1022521Z,-11897.748,60.001694,0.001694,0.000051,0.000000,0.000000,0.000000,1.000000,97.946648,168.461319,97.996750,167.251785,97.969498,164.439926,98.020630,166.252609,0,6,true,0
55,2026-09-07T04:58:45.16Z,pmu-3,1,1788757125,160000,2026-09-07T04:58:33.1027636Z,-12057.236,59.999939,-0.000061,-0.000012,0.000000,0.000000,0.000000,1.000000,89.023270,100.917061,88.989563,100.735260,88.976097,99.565170,89.038185,101.746826,0,0,true,0
56,2026-09-07T04:58:45.02Z,pmu-1,1,1788757125,20000,2026-09-07T04:58:33.1027636Z,-11917.236,59.990845,-0.009155,-0.000217,0.000000,0.000000,0.000000,1.000000,50.000000,-180.000000,50.000000,-180.000000,50.000000,-180.000000,50.000000,-180.000000,0,7,true,0
57,2026-09-07T04:58:45.18Z,pmu-3,1,1788757125,180000,2026-09-07T04:58:33.148122Z,-12031.878,60.008339,0.008339,0.000168,0.000000,0.000000,0.000000,1.000000,92.026154,122.764786,91.987534,122.530067,91.971558,121.269722,92.038818,123.732796,0,1,true,0
58,2026-09-07T04:58:45.28Z,pmu-2,1,1788757125,280000,2026-09-07T04:58:33.148122Z,-12131.878,60.004200,0.004200,0.000283,0.000000,0.000000,0.000000,1.000000,89.021088,101.004112,88.950920,99.818924,88.983513,100.050049,89.014519,101.965202,0,6,true,0
59,2026-09-07T04:58:45.38Z,pmu-5,1,1788757125,380000,2026-09-07T04:58:33.148122Z,-12231.878,60.004372,0.004372,0.000232,0.000000,0.000000,0.000000,1.000000,50.000000,-180.000000,50.000000,-180.000000,50.000000,-180.000000,50.000000,-180.000000,0,3,true,0
60,2026-09-07T04:58:45.04Z,pmu-1,1,1788757125,40000,2026-09-07T04:58:33.148122Z,-11891.878,59.999111,-0.000889,0.000165,0.000000,0.000000,0.000000,1.000000,53.005196,-158.339905,52.993004,-158.944427,52.999161,-158.170883,52.990517,-158.819077,0,8,true,0
61,2026-09-07T04:58:44.86Z,pmu-4,1,1788757124,860000,2026-09-07T04:58:33.148122Z,-11711.878,60.003021,0.003021,0.000135,0.000000,0.000000,0.000000,1.000000,77.020874,12.936067,76.995888,14.856011,77.019440,12.976924,76.988068,13.269109,0,11,true,0
62,2026-09-07T04:58:45.4Z,pmu-5,1,1788757125,400000,2026-09-07T04:58:33.193935Z,-12206.065,60.001472,0.001472,-0.000058,0.000000,0.000000,0.000000,1.000000,52.999195,-158.917740,53.005543,-158.259781,52.997120,-158.730896,52.997028,-157.886749,0,4,true,0
63,2026-09-07T04:58:45.06Z,pmu-1,1,1788757125,60000,2026-09-07T04:58:33.193935Z,-11866.065,60.006042,0.006042,0.000139,0.000000,0.000000,0.000000,1.000000,56.002449,-136.795944,55.992435,-137.626068,55.995800,-136.548279,55.987213,-136.660568,0,9,true,0
64,2026-09-07T04:58:45.2Z,pmu-3,1,1788757125,200000,2026-09-07T04:58:33.193935Z,-12006.065,59.991695,-0.008305,-0.000333,0.000000,0.000000,0.000000,1.000000,95.026993,144.234283,94.995270,143.919067,94.962357,142.469147,95.041138,145.259384,0,2,true,0
65,2026-09-07T04:58:45.42Z,pmu-5,1,1788757125,420000,2026-09-07T04:58:33.193935Z,-12226.065,60.003998,0.003998,0.000051,0.000000,0.000000,0.000000,1.000000,55.990803,-136.944016,55.998020,-136.308441,55.996346,-136.730209,55.991467,-136.847610,0,5,true,0
66,2026-09-07T04:58:45.3Z,pmu-2,1,1788757125,300000,2026-09-07T04:58:33.193935Z,-12106.065,59.998791,-0.001209,-0.000108,0.000000,0.000000,0.000000,1.000000,92.014191,122.492500,91.948807,121.025764,91.992393,121.541862,92.005600,123.078659,0,7,true,0
67,2026-09-07T04:58:44.88Z,pmu-4,1,1788757124,880000,2026-09-07T04:58:33.193935Z,-11686.065,59.994061,-0.005939,-0.000179,0.000000,0.000000,0.000000,1.000000,80.024200,34.785641,80.000038,35.936211,80.014473,34.142071,79.991943,34.447090,0,12,true,0
68,2026-09-07T04:58:45.08Z,pmu-1,1,1788757125,80000,2026-09-07T04:58:33.193935Z,-11886.065,60.009228,0.009228,0.000064,0.000000,0.000000,0.000000,1.000000,59.004059,-115.580475,58.993713,-115.672844,58.991165,-114.863594,58.996887,-115.452927,0,10,true,0
69,2026-09-07T04:58:45.32Z,pmu-2,1,1788757125,320000,2026-09-07T04:58:33.193935Z,-12126.065,59.998917,-0.001083,0.000003,0.000000,0.000000,0.000000,1.000000,95.010857,144.053528,94.951347,142.254242,94.995361,142.630569,95.011612,144.880844,0,8,true,0
70,2026-09-07T04:58:44.9Z,pmu-4,1,1788757124,900000,2026-09-07T04:58:33.193935Z,-11706.065,59.999008,-0.000992,0.000099,0.000000,0.000000,0.000000,1.000000,83.014343,56.580944,83.005730,57.632397,83.012970,56.158600,82.998520,55.481758,0,13,true,0
71,2026-09-07T04:58:45.22Z,pmu-3,1,1788757125,220000,2026-09-07T04:58:33.193935Z,-12026.065,59.993599,-0.006401,0.000038,0.000000,0.000000,0.000000,1.000000,98.032700,165.620728,98.001427,165.121628,97.962387,164.037582,98.047073,167.061493,0,3,true,0
72,2026-09-07T04:58:44.92Z,pmu-4,1,1788757124,920000,2026-09-07T04:58:33.2437032Z,-11676.297,59.993313,-0.006687,-0.000114,0.000000,0.000000,0.000000,1.000000,86.008102,78.717178,86.010468,79.680367,86.007576,77.969429,85.995827,77.583092,0,14,true,0
73,2026-09-07T04:58:45.34Z,pmu-2,1,1788757125,340000,2026-09-07T04:58:33.2437032Z,-12096.297,60.003567,0.003567,0.000093,0.000000,0.000000,0.000000,1.000000,98.003624,165.119034,97.948616,163.401581,98.000244,164.000854,98.016083,166.132446,0,9,true,0
74,2026-09-07T04:58:45.1Z,pmu-1,1,1788757125,100000,2026-09-07T04:58:33.2445716Z,-11855.428,60.005840,0.005840,-0.000068,0.000000,0.000000,0.000000,1.000000,62.010468,-94.091522,61.996979,-93.919930,61.992229,-93.067345,61.993050,-93.310638,0,11,true,0
75,2026-09-07T04:58:45.44Z,pmu-5,1,1788757125,440000,2026-09-07T04:58:33.2445716Z,-12195.428,60.007690,0.007690,0.000074,0.000000,0.000000,0.000000,1.000000,58.981201,-115.165497,59.003536,-114.866295,58.999844,-115.186317,58.991550,-115.449486,0,6,true,0
76,2026-09-07T04:58:45.24Z,pmu-3,1,1788757125,240000,2026-09-07T04:58:33.2445716Z,-11995.428,60.004429,0.004429,0.000217,0.000000,0.000000,0.000000,1.000000,50.000000,-180.000000,50.000000,-180.000000,50.000000,-180.000000,50.000000,-180.000000,0,4,true,0
77,2026-09-07T04:58:45.26Z,pmu-3,1,1788757125,260000,2026-09-07T04:58:33.2854353Z,-11974.565,59.991386,-0.008614,-0.000261,0.000000,0.000000,0.000000,1.000000,53.001492,-158.608871,52.998737,-158.201843,53.002956,-158.469513,53.004356,-158.030121,0,5,true,0
78,2026-09-07T04:58:45.46Z,pmu-5,1,1788757125,460000,2026-09-07T04:58:33.2854353Z,-12174.565,59.996155,-0.003845,-0.000231,0.000000,0.000000,0.000000,1.000000,61.984978,-93.762550,62.010189,-93.795998,62.009430,-93.446167,61.988327,-94.315430,0,7,true,0
79,2026-09-07T04:58:45.28Z,pmu-3,1,1788757125,280000,2026-09-07T04:58:33.2854353Z,-11994.565,59.996639,-0.003361,0.000105,0.000000,0.000000,0.000000,1.000000,56.006050,-137.359177,56.001904,-136.279999,55.993614,-136.410217,55.998806,-135.900085,0,6,true,0
80,2026-09-07T04:58:45.48Z,pmu-5,1,1788757125,480000,2026-09-07T04:58:33.2854353Z,-12194.565,59.996639,-0.003361,0.000010,0.000000,0.000000,0.000000,1.000000,64.993858,-72.225586,65.014801,-71.865181,65.000801,-71.950645,64.982086,-72.258789,0,8,true,0
81,2026-09-07T04:58:45.12Z,pmu-1,1,1788757125,120000,2026-09-07T04:58:33.2854353Z,-11834.565,60.009441,0.009441,0.000072,0.000000,0.000000,0.000000,1.000000,65.006973,-72.484093,65.001030,-72.151451,64.984169,-71.656418,64.983276,-72.180595,0,12,true,0
82,2026-09-07T04:58:45.36Z,pmu-2,1,1788757125,360000,2026-09-07T04:58:33.2854353Z,-12074.565,59.998596,-0.001404,-0.000099,0.000000,0.000000,0.000000,1.000000,50.000000,-180.000000,50.000000,-180.000000,50.000000,-180.000000,50.000000,-180.000000,0,10,true,0
83,2026-09-07T04:58:45.14Z,pmu-1,1,1788757125,140000,2026-09-07T04:58:33.2854353Z,-11854.565,59.999443,-0.000557,-0.000200,0.000000,0.000000,0.000000,1.000000,68.015198,-50.801258,67.991661,-50.654358,67.978012,-50.030483,67.979118,-50.830105,0,13,true,0
84,2026-09-07T04:58:44.94Z,pmu-4,1,1788757124,940000,2026-09-07T04:58:33.2860096Z,-11653.990,59.996124,-0.003876,0.000056,0.000000,0.000000,0.000000,1.000000,89.008469,100.802849,89.007889,101.586281,89.004402,99.929756,88.996368,99.198326,0,15,true,0
85,2026-09-07T04:58:45.38Z,pmu-2,1,1788757125,380000,2026-09-07T04:58:33.2860096Z,-12093.990,59.998928,-0.001072,0.000007,0.000000,0.000000,0.000000,1.000000,53.006950,-158.200272,53.004745,-158.861404,52.994747,-158.952774,53.005779,-158.456711,0,11,true,0
86,2026-09-07T04:58:44.96Z,pmu-4,1,1788757124,960000,2026-09-07T04:58:33.2860096Z,-11673.990,60.008049,0.008049,0.000238,0.000000,0.000000,0.000000,1.000000,92.007820,121.984634,92.013016,122.807686,92.007103,121.193878,91.991112,120.578476,0,0,true,0
87,2026-09-07T04:58:45.5Z,pmu-5,1,1788757125,500000,2026-09-07T04:58:33.3307841Z,-12169.216,59.997665,-0.002335,0.000021,0.000000,0.000000,0.000000,1.000000,67.993294,-51.031269,68.011040,-50.287159,68.000626,-50.497612,67.988518,-50.309441,0,9,true,0
88,2026-09-07T04:58:45.3Z,pmu-3,1,1788757125,300000,2026-09-07T04:58:33.3307841Z,-11969.216,59.991055,-0.008945,-0.000112,0.000000,0.000000,0.000000,1.000000,58.996151,-115.456902,59.006195,-114.210876,58.985249,-114.888641,58.998882,-114.437675,0,7,true,0
89,2026-09-07T04:58:45.16Z,pmu-1,1,1788757125,160000,2026-09-07T04:58:33.3307841Z,-11829.216,59.997128,-0.002872,-0.000046,0.000000,0.000000,0.000000,1.000000,71.005943,-29.170502,70.985504,-29.060146,70.987305,-28.806831,70.982193,-28.706875,0,14,true,0
90,2026-09-07T04:58:45.4Z,pmu-2,1,1788757125,400000,2026-09-07T04:58:33.3307841Z,-12069.216,59.997181,-0.002819,-0.000035,0.000000,0.000000,0.000000,1.000000,56.002686,-136.740311,56.006493,-137.005356,55.985142,-137.468262,56.001701,-136.848480,0,12,true,0
91,2026-09-07T04:58:44.98Z,pmu-4,1,1788757124,980000,2026-09-07T04:58:33.3307841Z,-11649.216,60.007542,0.007542,-0.000010,0.000000,0.000000,0.000000,1.000000,95.000046,143.065674,95.017677,144.330734,95.006485,142.698425,94.998016,142.341873,0,1,true,0
92,2026-09-07T04:58:45Z,pmu-4,1,1788757125,0,2026-09-07T04:58:33.3313493Z,-11668.651,59.992577,-0.007423,-0.000299,0.000000,0.000000,0.000000,1.000000,97.994934,164.433304,98.017418,165.470978,98.003304,164.820679,97.995750,163.699051,0,2,true,0
93,2026-09-07T04:58:45.52Z,pmu-5,1,1788757125,520000,2026-09-07T04:58:33.3769125Z,-12143.087,60.001541,0.001541,0.000078,0.000000,0.000000,0.000000,1.000000,70.994133,-29.664724,71.010979,-28.534559,70.993507,-28.597433,70.987579,-29.012348,0,10,true,0
94,2026-09-07T04:58:45.54Z,pmu-5,1,1788757125,540000,2026-09-07T04:58:33.3769125Z,-12163.087,59.993908,-0.006092,-0.000153,0.000000,0.000000,0.000000,1.000000,73.987175,-8.478525,74.005493,-7.495207,73.988670,-7.302298,73.978516,-7.268213,0,11,true,0
