timestamp_utc,soc,fracsec,idcode,stat_hex,crc_ok,frequency_hz,rocof_hz_s,frame_bytes,PZR.AI_mag,PZR.AI_angle_deg,PZR.BV_mag,PZR.BV_angle_deg,PZR.CI_mag,PZR.CI_angle_deg,PZR.AV_mag,PZR.AV_angle_deg,PZR.BI_mag,PZR.BI_angle_deg,PZR.CV_mag,PZR.CV_angle_deg,ANA1,ANA2,ANA3,digital_hex
2026-07-08T11:39:30.5Z,1783510770,500000,1,0x0000,true,60.015007,0.000983,88,50.000000,108.355849,79.983994,-108.205687,60.018444,-72.920022,60.023655,-144.656918,80.003075,-180.000005,75.004738,-143.630095,0.000000,0.000000,0.000000,0x000B
2026-07-08T11:39:30.533333Z,1783510770,533333,1,0x0000,true,59.993988,-0.000701,88,55.015358,144.675933,84.987206,-72.455528,65.026802,-36.207560,65.010399,-107.823982,85.001167,-143.655503,80.016396,-107.191814,0.000000,0.000000,0.000000,0x000C
2026-07-08T11:39:30.566666Z,1783510770,566666,1,0x0000,true,59.987247,-0.000225,88,60.004768,-180.000005,89.972374,-36.442208,70.022659,0.063209,69.996742,-71.034179,90.008209,-107.284076,85.019104,-72.117311,0.000000,0.000000,0.000000,0x000D
2026-07-08T11:39:30.6Z,1783510770,600000,1,0x0000,true,59.998295,0.000368,88,64.989212,-143.405518,94.983208,-0.501396,75.032669,36.178122,75.009720,-34.144355,95.003906,-71.720026,90.024490,-36.319241,0.000000,0.000000,0.000000,0x000E
2026-07-08T11:39:30.633333Z,1783510770,633333,1,0x0000,true,60.002258,0.000132,88,69.977524,-108.188967,99.991096,34.752921,80.029282,72.683554,79.996407,2.599172,99.998344,-35.770647,95.022301,-0.293623,0.000000,0.000000,0.000000,0x000F
2026-07-08T11:39:30.666666Z,1783510770,666666,1,0x0000,true,60.015053,0.000426,88,74.977562,-71.237650,50.000000,69.819730,85.030045,107.844555,84.987373,39.330169,50.000000,0.781119,50.000000,35.641536,0.000000,0.000000,0.000000,0x0000
2026-07-08T11:39:30.7Z,1783510770,700000,1,0x0000,true,60.014107,-0.000032,88,79.987526,-34.789169,55.010864,105.548266,90.024673,143.248205,89.977364,74.728922,55.002377,37.097175,54.992882,71.126899,0.000000,0.000000,0.000000,0x0001
2026-07-08T11:39:30.733333Z,1783510770,733333,1,0x0000,true,59.989693,-0.000814,88,85.001968,0.544244,60.018085,142.453007,95.008369,-180.000005,94.992447,111.393180,60.014618,72.685063,59.987427,107.287041,0.000000,0.000000,0.000000,0x0002
2026-07-08T11:39:30.766666Z,1783510770,766666,1,0x0000,true,59.991562,0.000062,88,89.989899,35.669690,65.016266,178.130828,50.000000,-144.500356,99.997269,146.444665,65.025826,108.066386,64.985649,143.953449,0.000000,0.000000,0.000000,0x0003
2026-07-08T11:39:30.8Z,1783510770,800000,1,0x0000,true,59.998798,0.000241,88,95.006538,70.950058,70.014595,-180.000005,55.003620,-108.069241,50.000000,-180.000005,70.023705,143.386571,69.983452,179.237838,0.000000,0.000000,0.000000,0x0004
2026-07-08T11:39:30.833333Z,1783510770,833333,1,0x0000,true,59.994183,-0.000154,88,50.000000,106.932950,75.009811,-144.314247,60.013554,-72.383080,54.985882,-143.228507,75.021584,179.960130,74.976959,-180.000005,0.000000,0.000000,0.000000,0x0005
2026-07-08T11:39:30.866666Z,1783510770,866666,1,0x0000,true,60.008007,0.000461,88,54.998684,142.361373,79.998871,-108.693424,65.011261,-37.253320,59.969902,-106.893096,80.017052,-180.000005,79.977264,-144.137359,0.000000,0.000000,0.000000,0x0006
2026-07-08T11:39:30.9Z,1783510770,900000,1,0x0000,true,59.993065,-0.000498,88,60.006481,177.504076,84.996841,-73.551193,69.994652,-0.394037,64.977463,-70.012478,85.026344,-143.773242,84.965858,-108.998741,0.000000,0.000000,0.000000,0x0007
2026-07-08T11:39:30.933333Z,1783510770,933333,1,0x0000,true,60.015247,0.000739,88,65.022736,-180.000005,89.987373,-36.991792,75.009308,34.664323,69.972755,-33.226579,90.013641,-108.096411,89.962593,-72.158749,0.000000,0.000000,0.000000,0x0008
2026-07-08T11:39:30.966666Z,1783510770,966666,1,0x0000,true,60.003704,-0.000385,88,70.034576,-144.424651,94.979424,-1.448725,80.019096,71.530891,74.977654,2.197935,95.020203,-72.863078,94.966949,-37.029454,0.000000,0.000000,0.000000,0x0009
2026-07-08T11:39:31Z,1783510771,0,1,0x0000,true,60.013996,0.000343,88,75.033882,-108.051878,99.979530,34.478798,85.025269,107.476831,79.993706,38.449993,50.000000,-36.510069,99.971275,-1.604882,0.000000,0.000000,0.000000,0x000A
2026-07-08T11:39:31.033333Z,1783510771,33333,1,0x0000,true,59.996521,-0.000583,88,80.019020,-72.031510,50.000000,70.856287,90.037743,143.927700,84.998116,73.551254,54.999722,0.275307,50.000000,34.310458,0.000000,0.000000,0.000000,0x000B
2026-07-08T11:39:31.066666Z,1783510771,66666,1,0x0000,true,59.993092,-0.000114,88,85.026855,-36.798290,55.009434,106.177340,95.024368,-180.000005,90.005325,110.208108,60.000549,36.949534,55.002228,70.113012,0.000000,0.000000,0.000000,0x000C
2026-07-08T11:39:31.1Z,1783510771,100000,1,0x0000,true,59.994034,0.000031,88,90.011879,-1.501947,60.000851,141.401472,50.000000,-144.317512,95.015594,146.320042,65.011940,73.375930,59.998322,106.116421,0.000000,0.000000,0.000000,0x000D
2026-07-08T11:39:31.133333Z,1783510771,133333,1,0x0000,true,60.010380,0.000545,88,95.009438,34.770396,64.991745,177.949514,55.004776,-108.243752,50.000000,-180.000005,70.004562,109.890681,64.987823,142.565132,0.000000,0.000000,0.000000,0x000E
2026-07-08T11:39:31.166666Z,1783510771,166666,1,0x0000,true,59.998222,-0.000405,88,50.000000,70.652283,70.002304,-180.000005,60.019493,-73.109676,54.991089,-144.140911,74.998611,145.921541,70.000145,179.060649,0.000000,0.000000,0.000000,0x000F
