pmu_name,timestamp_utc,soc,fracsec,idcode,stat_hex,crc_ok,frequency_hz,rocof_hz_s,mw,mvar,digital_hex,frame_bytes,va_mag,va_angle_deg,vb_mag,vb_angle_deg,vc_mag,vc_angle_deg,ia_mag,ia_angle_deg
PMU.001,2026-07-09T06:10:03.933333Z,1783577403,933333,1,0x0000,true,59.984280,-0.000191,0.000000,0.000000,0x0002,88,59.990646,-180.000000,64.996147,74.338066,50.000000,-107.540062,65.000603,36.902382
PMU.001,2026-07-09T06:10:03.966666Z,1783577403,966666,1,0x0000,true,59.987663,0.000113,0.000000,0.000000,0x0003,88,64.977402,-144.673355,69.989014,110.897408,54.988945,-71.521385,69.998199,72.391472
PMU.001,2026-07-09T06:10:04Z,1783577404,0,1,0x0000,true,60.013824,0.000872,0.000000,0.000000,0x0004,88,69.988518,-108.849342,74.998955,147.465622,59.984921,-35.119469,75.005585,109.221619
PMU.001,2026-07-09T06:10:04.033333Z,1783577404,33333,1,0x0000,true,60.005264,-0.000285,0.000000,0.000000,0x0005,88,75.003326,-72.703773,80.000618,-180.000000,64.998329,0.796628,79.990425,146.014160
PMU.001,2026-07-09T06:10:04.066666Z,1783577404,66666,1,0x0000,true,60.010612,0.000178,0.000000,0.000000,0x0006,88,80.012299,-37.512226,84.995834,-143.474304,69.985313,36.575230,84.993835,-180.000000
PMU.001,2026-07-09T06:10:04.1Z,1783577404,100000,1,0x0000,true,59.990906,-0.000657,0.000000,0.000000,0x0007,88,85.026657,-1.128673,89.987610,-108.198936,74.978081,71.644493,89.977325,-143.634064
PMU.001,2026-07-09T06:10:04.133333Z,1783577404,133333,1,0x0000,true,60.009022,0.000604,0.000000,0.000000,0x0008,88,90.040779,34.451756,94.983009,-71.918320,79.981956,108.238220,94.966408,-107.306229
PMU.001,2026-07-09T06:10:04.166666Z,1783577404,166666,1,0x0000,true,59.987724,-0.000710,0.000000,0.000000,0x0009,88,95.044472,70.282814,99.994080,-35.040562,84.979805,143.313782,99.957413,-71.445038
PMU.001,2026-07-09T06:10:04.2Z,1783577404,200000,1,0x0000,true,59.984020,-0.000123,0.000000,0.000000,0x000A,88,50.000000,106.975922,50.000000,1.756589,89.995453,179.871902,50.000000,-35.894215
PMU.001,2026-07-09T06:10:04.233333Z,1783577404,233333,1,0x0000,true,59.987625,0.000120,0.000000,0.000000,0x000B,88,55.010098,143.526108,54.992420,37.850807,94.997810,-180.000000,55.015072,0.458679
PMU.001,2026-07-09T06:10:04.266666Z,1783577404,266666,1,0x0000,true,59.994835,0.000240,0.000000,0.000000,0x000C,88,60.015182,179.474503,59.978962,74.396568,99.995155,-143.645142,60.024849,35.972603
PMU.001,2026-07-09T06:10:04.3Z,1783577404,300000,1,0x0000,true,60.001560,0.000224,0.000000,0.000000,0x000D,88,65.009666,-180.000000,64.974594,109.652695,50.000000,-108.007820,65.032425,72.583290
PMU.001,2026-07-09T06:10:04.333333Z,1783577404,333333,1,0x0000,true,59.983448,-0.000604,0.000000,0.000000,0x000E,88,69.996307,-144.111191,69.966118,146.233200,54.987118,-71.345718,70.032974,109.378288
PMU.001,2026-07-09T06:10:04.366666Z,1783577404,366666,1,0x0000,true,60.004601,0.000705,0.000000,0.000000,0x000F,88,74.982140,-108.014404,74.965836,-180.000000,59.981247,-36.262062,75.041069,145.497284
PMU.001,2026-07-09T06:10:04.4Z,1783577404,400000,1,0x0000,true,60.010361,0.000192,0.000000,0.000000,0x0000,88,79.968010,-72.589249,79.970421,-143.091934,64.966820,-0.307728,80.029976,-180.000000
PMU.001,2026-07-09T06:10:04.433333Z,1783577404,433333,1,0x0000,true,60.002007,-0.000278,0.000000,0.000000,0x0001,88,84.982590,-35.840534,84.963135,-106.840630,69.981056,35.464752,85.037712,-143.309113
PMU.001,2026-07-09T06:10:04.466666Z,1783577404,466666,1,0x0000,true,60.013321,0.000377,0.000000,0.000000,0x0002,88,89.972923,0.187591,89.947166,-70.048203,74.993622,71.031601,90.049171,-106.933372
PMU.001,2026-07-09T06:10:04.5Z,1783577404,500000,1,0x0000,true,60.000443,-0.000429,0.000000,0.000000,0x0003,88,94.981819,35.658909,94.937546,-34.426037,79.988945,107.859818,95.050774,-70.742630
PMU.001,2026-07-09T06:10:04.533333Z,1783577404,533333,1,0x0000,true,60.004063,0.000121,0.000000,0.000000,0x0004,88,99.997017,71.515724,99.932526,1.172401,84.980530,143.515961,50.000000,-34.395332
PMU.001,2026-07-09T06:10:04.566666Z,1783577404,566666,1,0x0000,true,60.001320,-0.000091,0.000000,0.000000,0x0005,88,50.000000,106.999985,50.000000,37.617561,89.968483,179.456665,55.009243,2.128630
PMU.001,2026-07-09T06:10:04.6Z,1783577404,600000,1,0x0000,true,60.003735,0.000080,0.000000,0.000000,0x0006,88,54.998959,143.240097,54.986206,74.519920,94.965508,-180.000000,60.023865,37.216774
PMU.001,2026-07-09T06:10:04.633333Z,1783577404,633333,1,0x0000,true,60.007526,0.000126,0.000000,0.000000,0x0007,88,59.986965,179.766907,59.981449,111.020569,99.958778,-143.215454,65.010429,73.789993
PMU.001,2026-07-09T06:10:04.666666Z,1783577404,666666,1,0x0000,true,59.987705,-0.000661,0.000000,0.000000,0x0008,88,64.995132,-180.000000,64.980637,147.072052,50.000000,-107.014153,69.994682,109.340515
PMU.001,2026-07-09T06:10:04.7Z,1783577404,700000,1,0x0000,true,59.995819,0.000270,0.000000,0.000000,0x0009,88,70.007805,-144.769180,69.996193,-180.000000,55.001953,-71.267372,75.003090,145.421265
PMU.001,2026-07-09T06:10:04.733333Z,1783577404,733333,1,0x0000,true,59.994942,-0.000029,0.000000,0.000000,0x000A,88,75.009155,-107.872414,75.000511,-144.565048,60.018356,-34.324219,80.013916,-180.000000
PMU.001,2026-07-09T06:10:04.766666Z,1783577404,766666,1,0x0000,true,60.001213,0.000209,0.000000,0.000000,0x000B,88,80.015945,-72.304810,80.005760,-108.761154,65.017952,2.252437,85.028755,-144.080048
PMU.001,2026-07-09T06:10:04.8Z,1783577404,800000,1,0x0000,true,59.984501,-0.000557,0.000000,0.000000,0x000C,88,85.026825,-35.866116,84.995750,-71.978859,70.014084,39.106472,90.030334,-107.817329
PMU.001,2026-07-09T06:10:04.833333Z,1783577404,833333,1,0x0000,true,59.998878,0.000479,0.000000,0.000000,0x000D,88,90.018135,-0.213878,90.003769,-35.777687,75.015701,74.884544,95.028549,-71.507912
PMU.001,2026-07-09T06:10:04.866666Z,1783577404,866666,1,0x0000,true,59.988480,-0.000347,0.000000,0.000000,0x000E,88,95.029289,35.432533,95.006912,-0.728071,80.006439,111.384201,50.000000,-35.896595
PMU.001,2026-07-09T06:10:04.9Z,1783577404,900000,1,0x0000,true,59.999477,0.000367,0.000000,0.000000,0x000F,88,50.000000,71.281952,50.000000,36.069431,85.020477,147.598495,55.008373,0.501878
PMU.001,2026-07-09T06:10:04.933333Z,1783577404,933333,1,0x0000,true,60.012077,0.000420,0.000000,0.000000,0x0000,88,55.015491,106.473206,54.985874,72.384377,90.023529,-180.000000,60.006390,35.791225
PMU.001,2026-07-09T06:10:04.966666Z,1783577404,966666,1,0x0000,true,60.007973,-0.000137,0.000000,0.000000,0x0001,88,60.016479,142.689941,60.000565,109.273621,95.013878,-143.755814,65.021614,71.397644
PMU.001,2026-07-09T06:10:05Z,1783577405,0,1,0x0000,true,59.997143,-0.000361,0.000000,0.000000,0x0002,88,65.027626,179.428223,65.000687,144.937973,50.000000,-108.542870,70.035423,107.514893
PMU.001,2026-07-09T06:10:05.033333Z,1783577405,33333,1,0x0000,true,60.012714,0.000519,0.000000,0.000000,0x0003,88,70.042549,-180.000000,70.015129,-180.000000,55.016113,-72.298279,75.040489,144.041428
PMU.001,2026-07-09T06:10:05.066666Z,1783577405,66666,1,0x0000,true,59.990898,-0.000727,0.000000,0.000000,0x0004,88,75.040710,-144.123840,75.025253,-143.847672,60.024513,-36.153172,80.049080,179.329254
PMU.001,2026-07-09T06:10:05.1Z,1783577405,100000,1,0x0000,true,59.983868,-0.000234,0.000000,0.000000,0x0005,88,80.046661,-108.555649,80.018028,-108.453476,65.037857,0.504908,85.059204,-180.000000
PMU.001,2026-07-09T06:10:05.133333Z,1783577405,133333,1,0x0000,true,60.009506,0.000855,0.000000,0.000000,0x0006,88,85.052040,-72.459152,85.015518,-72.118652,70.031586,36.743912,90.073906,-143.059708
PMU.001,2026-07-09T06:10:05.166666Z,1783577405,166666,1,0x0000,true,60.013538,0.000134,0.000000,0.000000,0x0007,88,90.045082,-36.459007,90.008568,-35.483185,75.027603,71.810257,95.068275,-107.745529
PMU.001,2026-07-09T06:10:05.2Z,1783577405,200000,1,0x0000,true,59.985451,-0.000936,0.000000,0.000000,0x0008,88,95.057266,-0.037685,95.018837,-0.200947,80.031311,107.882683,50.000000,-71.387451
PMU.001,2026-07-09T06:10:05.233333Z,1783577405,233333,1,0x0000,true,60.003494,0.000601,0.000000,0.000000,0x0009,88,50.000000,35.959141,50.000000,36.497875,85.036491,143.902985,54.986710,-36.248711
PMU.001,2026-07-09T06:10:05.266666Z,1783577405,266666,1,0x0000,true,60.001263,-0.000074,0.000000,0.000000,0x000A,88,55.002964,71.281418,54.992973,71.582870,90.022949,178.979950,59.979099,-0.939022
PMU.001,2026-07-09T06:10:05.3Z,1783577405,300000,1,0x0000,true,60.013054,0.000393,0.000000,0.000000,0x000B,88,60.008167,107.118774,59.989296,107.742836,95.009178,-180.000000,64.991608,34.776630
PMU.001,2026-07-09T06:10:05.333333Z,1783577405,333333,1,0x0000,true,60.002117,-0.000365,0.000000,0.000000,0x000C,88,64.993309,142.693604,64.992882,143.240372,50.000000,-144.129730,70.008011,71.463501
PMU.001,2026-07-09T06:10:05.366666Z,1783577405,366666,1,0x0000,true,59.997849,-0.000142,0.000000,0.000000,0x000D,88,70.003029,177.976135,69.983582,178.334061,54.987503,-108.294876,75.012093,107.879578
PMU.001,2026-07-09T06:10:05.4Z,1783577405,400000,1,0x0000,true,60.008949,0.000370,0.000000,0.000000,0x000E,88,75.010628,-180.000000,74.976639,-180.000000,59.987003,-71.433441,80.020020,143.185074
PMU.001,2026-07-09T06:10:05.433333Z,1783577405,433333,1,0x0000,true,60.013321,0.000146,0.000000,0.000000,0x000F,88,80.023903,-143.361038,79.977745,-143.648926,64.992332,-34.515636,85.003685,179.535339
PMU.001,2026-07-09T06:10:05.466666Z,1783577405,466666,1,0x0000,true,59.984379,-0.000965,0.000000,0.000000,0x0000,88,85.009758,-106.918739,84.975151,-107.903542,69.978790,1.645787,90.014137,-180.000000
PMU.001,2026-07-09T06:10:05.5Z,1783577405,500000,1,0x0000,true,60.003178,0.000627,0.000000,0.000000,0x0001,88,90.023682,-70.031006,89.971687,-71.070488,74.965553,37.514908,95.000969,-143.761993
PMU.001,2026-07-09T06:10:05.533333Z,1783577405,533333,1,0x0000,true,59.998474,-0.000157,0.000000,0.000000,0x0002,88,95.026985,-33.827618,94.974373,-35.891125,79.952042,73.072372,99.998024,-108.201385
PMU.001,2026-07-09T06:10:05.566666Z,1783577405,566666,1,0x0000,true,59.989216,-0.000309,0.000000,0.000000,0x0003,88,50.000000,1.486152,99.959137,0.055166,84.960785,108.152763,50.000000,-72.419174
PMU.001,2026-07-09T06:10:05.6Z,1783577405,600000,1,0x0000,true,59.996006,0.000226,0.000000,0.000000,0x0004,88,55.009987,36.838215,50.000000,36.748802,89.966309,144.871521,55.000912,-36.059864
PMU.001,2026-07-09T06:10:05.633333Z,1783577405,633333,1,0x0000,true,60.003452,0.000248,0.000000,0.000000,0x0005,88,59.998074,72.782349,55.004639,73.190346,94.958038,-180.000000,60.005646,-0.068227
PMU.001,2026-07-09T06:10:05.666666Z,1783577405,666666,1,0x0000,true,60.010578,0.000238,0.000000,0.000000,0x0006,88,65.008514,108.631599,60.020149,109.326653,99.973259,-143.114029,64.994148,35.348476
PMU.001,2026-07-09T06:10:05.7Z,1783577405,700000,1,0x0000,true,60.002766,-0.000260,0.000000,0.000000,0x0007,88,70.012398,145.146820,65.004250,145.372437,50.000000,-107.530746,69.993752,71.757904
PMU.001,2026-07-09T06:10:05.733333Z,1783577405,733333,1,0x0000,true,59.999439,-0.000111,0.000000,0.000000,0x0008,88,75.029015,-180.000000,69.992310,-180.000000,55.008728,-71.687622,75.007233,107.205383
PMU.001,2026-07-09T06:10:05.766666Z,1783577405,766666,1,0x0000,true,59.992329,-0.000237,0.000000,0.000000,0x0009,88,80.016968,-143.160706,75.002129,-144.099182,59.995922,-36.414478,80.007217,142.965912
PMU.001,2026-07-09T06:10:05.8Z,1783577405,800000,1,0x0000,true,60.015682,0.000778,0.000000,0.000000,0x000A,88,85.019592,-107.637695,80.013916,-108.140007,64.981712,-0.544891,85.004532,178.804382
PMU.001,2026-07-09T06:10:05.833333Z,1783577405,833333,1,0x0000,true,60.003078,-0.000420,0.000000,0.000000,0x000B,88,90.004074,-72.245651,85.016800,-72.425407,69.984558,35.192558,89.998459,-180.000000
PMU.001,2026-07-09T06:10:05.866666Z,1783577405,866666,1,0x0000,true,59.986774,-0.000543,0.000000,0.000000,0x000C,88,95.002174,-37.175049,90.028389,-35.654194,74.994720,71.569931,94.990997,-144.126511
PMU.001,2026-07-09T06:10:05.9Z,1783577405,900000,1,0x0000,true,59.999363,0.000420,0.000000,0.000000,0x000D,88,99.987610,-0.247339,95.038391,0.812648,79.978493,107.977089,99.981171,-107.686829
PMU.001,2026-07-09T06:10:05.933333Z,1783577405,933333,1,0x0000,true,59.993618,-0.000191,0.000000,0.000000,0x000E,88,50.000000,36.623077,50.000000,36.359619,84.981812,144.534683,50.000000,-72.420448
PMU.001,2026-07-09T06:10:05.966666Z,1783577405,966666,1,0x0000,true,60.015049,0.000714,0.000000,0.000000,0x000F,88,55.011299,73.127632,55.012787,72.713684,89.970665,-180.000000,54.994995,-36.730618
PMU.001,2026-07-09T06:10:06Z,1783577406,0,1,0x0000,true,60.003857,-0.000373,0.000000,0.000000,0x0000,88,60.026798,108.583626,60.017056,108.600983,94.986504,-143.428543,60.009220,-0.866159
PMU.001,2026-07-09T06:10:06.033333Z,1783577406,33333,1,0x0000,true,60.008625,0.000159,0.000000,0.000000,0x0001,88,65.022331,144.576431,65.026253,143.650360,99.999969,-106.973930,65.001007,35.548923
PMU.001,2026-07-09T06:10:06.066666Z,1783577406,66666,1,0x0000,true,60.003944,-0.000156,0.000000,0.000000,0x0002,88,70.027542,-180.000000,70.018730,178.802338,50.000000,-70.694946,69.985664,72.369682
PMU.001,2026-07-09T06:10:06.1Z,1783577406,100000,1,0x0000,true,60.003227,-0.000024,0.000000,0.000000,0x0003,88,75.016891,-143.730515,75.027985,-180.000000,54.983440,-34.162994,75.000671,108.384514
PMU.001,2026-07-09T06:10:06.133333Z,1783577406,133333,1,0x0000,true,59.991524,-0.000390,0.000000,0.000000,0x0004,88,80.032028,-108.651695,80.040573,-144.839767,59.968174,2.373442,80.008011,143.592148
PMU.001,2026-07-09T06:10:06.166666Z,1783577406,166666,1,0x0000,true,60.014454,0.000764,0.000000,0.000000,0x0005,88,85.021889,-72.108727,85.032143,-109.718681,64.979027,38.530903,85.000305,178.755661
PMU.001,2026-07-09T06:10:06.2Z,1783577406,200000,1,0x0000,true,59.995766,-0.000623,0.000000,0.000000,0x0006,88,90.017662,-35.421268,90.021835,-73.370682,69.964516,73.774269,90.009636,-180.000000
PMU.001,2026-07-09T06:10:06.233333Z,1783577406,233333,1,0x0000,true,60.014023,0.000609,0.000000,0.000000,0x0007,88,95.019577,1.255113,95.022163,-38.217140,74.964806,110.552650,95.019386,-144.590347
PMU.001,2026-07-09T06:10:06.266666Z,1783577406,266666,1,0x0000,true,59.984608,-0.000981,0.000000,0.000000,0x0008,88,50.000000,36.331543,50.000000,-2.636655,79.979622,147.145691,50.000000,-109.065117
PMU.001,2026-07-09T06:10:06.3Z,1783577406,300000,1,0x0000,true,60.009201,0.000820,0.000000,0.000000,0x0009,88,54.983341,71.691940,55.002930,32.693787,84.996017,-180.000000,55.015728,-72.992989
PMU.001,2026-07-09T06:10:06.333333Z,1783577406,333333,1,0x0000,true,59.989380,-0.000661,0.000000,0.000000,0x000A,88,59.991573,106.816635,59.999023,68.437714,89.996887,-144.143250,60.020481,-37.626991
PMU.001,2026-07-09T06:10:06.366666Z,1783577406,366666,1,0x0000,true,60.016014,0.000888,0.000000,0.000000,0x000B,88,65.000450,143.553696,64.988991,104.318779,95.012650,-108.080261,65.016678,-1.906270
PMU.001,2026-07-09T06:10:06.4Z,1783577406,400000,1,0x0000,true,59.992611,-0.000780,0.000000,0.000000,0x000C,88,70.016220,179.010971,70.004868,140.239349,99.998878,-72.748314,70.023964,33.849777
PMU.001,2026-07-09T06:10:06.433333Z,1783577406,433333,1,0x0000,true,60.014416,0.000727,0.000000,0.000000,0x000D,88,75.013306,-180.000000,74.997742,176.584381,50.000000,-36.119667,75.033684,69.854523
PMU.001,2026-07-09T06:10:06.466666Z,1783577406,466666,1,0x0000,true,60.012005,-0.000080,0.000000,0.000000,0x000E,88,80.023354,-144.835449,80.006905,-180.000000,55.009228,-0.844714,80.033676,106.121384
PMU.001,2026-07-09T06:10:06.5Z,1783577406,500000,1,0x0000,true,60.008156,-0.000128,0.000000,0.000000,0x000F,88,85.014992,-107.892059,85.007538,-144.504440,59.998528,35.286514,85.041443,141.414230
PMU.001,2026-07-09T06:10:06.533333Z,1783577406,533333,1,0x0000,true,60.002739,-0.000181,0.000000,0.000000,0x0000,88,89.999329,-72.745743,90.012367,-108.974548,65.009270,71.448524,90.035088,177.328461
PMU.001,2026-07-09T06:10:06.566666Z,1783577406,566666,1,0x0000,true,59.983524,-0.000640,0.000000,0.000000,0x0001,88,94.983330,-37.480118,94.999718,-72.236382,70.001335,107.343292,95.034073,-180.000000
PMU.001,2026-07-09T06:10:06.6Z,1783577406,600000,1,0x0000,true,59.986580,0.000102,0.000000,0.000000,0x0002,88,99.993240,-2.011306,50.000000,-37.096943,74.988998,144.022476,50.000000,-143.109314
PMU.001,2026-07-09T06:10:06.633333Z,1783577406,633333,1,0x0000,true,60.015705,0.000971,0.000000,0.000000,0x0003,88,50.000000,33.652298,54.996540,-1.744879,80.004723,-180.000000,54.990463,-107.024467
PMU.001,2026-07-09T06:10:06.666666Z,1783577406,666666,1,0x0000,true,59.995872,-0.000661,0.000000,0.000000,0x0004,88,54.988438,69.633499,59.990868,33.664890,84.990990,-144.216446,59.980221,-70.611595
PMU.001,2026-07-09T06:10:06.7Z,1783577406,700000,1,0x0000,true,59.987587,-0.000276,0.000000,0.000000,0x0005,88,59.975315,105.164673,65.002228,69.192505,89.980919,-109.159668,64.980057,-35.282497
PMU.001,2026-07-09T06:10:06.733333Z,1783577406,733333,1,0x0000,true,59.989258,0.000056,0.000000,0.000000,0x0006,88,64.980225,141.962234,69.997131,105.647873,94.991142,-74.112434,69.981529,0.126571
PMU.001,2026-07-09T06:10:06.766666Z,1783577406,766666,1,0x0000,true,60.010277,0.000701,0.000000,0.000000,0x0007,88,69.968201,177.523895,74.982948,141.755676,99.978806,-38.752502,74.974434,36.672508
PMU.001,2026-07-09T06:10:06.8Z,1783577406,800000,1,0x0000,true,60.016129,0.000195,0.000000,0.000000,0x0008,88,74.953209,-180.000000,79.986877,178.548447,50.000000,-2.920686,79.989899,73.146515
PMU.001,2026-07-09T06:10:06.833333Z,1783577406,833333,1,0x0000,true,60.012127,-0.000133,0.000000,0.000000,0x0009,88,79.968636,-144.544418,84.985222,-180.000000,54.995750,32.835419,84.997269,108.237465
PMU.001,2026-07-09T06:10:06.866666Z,1783577406,866666,1,0x0000,true,60.007851,-0.000143,0.000000,0.000000,0x000A,88,84.982216,-108.452888,89.999191,-143.953751,60.002922,68.210678,89.991081,144.231598
PMU.001,2026-07-09T06:10:06.9Z,1783577406,900000,1,0x0000,true,60.007191,-0.000022,0.000000,0.000000,0x000B,88,89.989098,-73.300858,94.995453,-107.078613,64.999100,103.303429,94.977875,-180.000000
PMU.001,2026-07-09T06:10:06.933333Z,1783577406,933333,1,0x0000,true,59.984631,-0.000752,0.000000,0.000000,0x000C,88,94.984856,-36.501087,99.993950,-71.582756,69.983635,139.152954,99.983978,-143.899368
PMU.001,2026-07-09T06:10:06.966666Z,1783577406,966666,1,0x0000,true,60.009914,0.000843,0.000000,0.000000,0x000D,88,99.996880,0.372243,50.000000,-36.208309,74.969788,174.991013,50.000000,-107.376686
PMU.001,2026-07-09T06:10:07Z,1783577407,0,1,0x0000,true,59.983562,-0.000878,0.000000,0.000000,0x000E,88,50.000000,35.471577,55.000717,-1.083560,79.973663,-180.000000,55.000912,-71.926529
PMU.001,2026-07-09T06:10:07.033333Z,1783577407,33333,1,0x0000,true,60.009872,0.000877,0.000000,0.000000,0x000F,88,55.011230,72.413742,60.003567,35.853886,84.988045,-144.839584,60.005135,-36.880119
PMU.001,2026-07-09T06:10:07.066666Z,1783577407,66666,1,0x0000,true,59.998108,-0.000392,0.000000,0.000000,0x0000,88,60.007431,108.643936,64.996788,71.953697,89.980789,-109.377007,64.996948,-1.297067
PMU.001,2026-07-09T06:10:07.1Z,1783577407,100000,1,0x0000,true,60.004482,0.000212,0.000000,0.000000,0x0001,88,65.000122,145.527649,70.005371,107.858551,94.982475,-73.805382,69.986450,35.016773
PMU.001,2026-07-09T06:10:07.133333Z,1783577407,133333,1,0x0000,true,60.001625,-0.000095,0.000000,0.000000,0x0002,88,69.994339,-180.000000,75.012001,143.016296,99.995773,-37.406330,74.975807,71.014526
PMU.001,2026-07-09T06:10:07.166666Z,1783577407,166666,1,0x0000,true,59.987812,-0.000460,0.000000,0.000000,0x0003,88,74.989159,-144.183334,80.013802,178.209122,50.000000,-1.230976,79.970779,106.251244
PMU.001,2026-07-09T06:10:07.2Z,1783577407,200000,1,0x0000,true,60.002930,0.000504,0.000000,0.000000,0x0004,88,80.000069,-108.172295,85.000473,-180.000000,54.984680,35.156425,84.980263,141.357452
PMU.001,2026-07-09T06:10:07.233333Z,1783577407,233333,1,0x0000,true,59.989094,-0.000461,0.000000,0.000000,0x0005,88,84.999779,-71.460472,89.984940,-143.290985,59.976772,71.472595,89.974922,176.957520
PMU.001,2026-07-09T06:10:07.266666Z,1783577407,266666,1,0x0000,true,60.013073,0.000799,0.000000,0.000000,0x0006,88,90.005585,-35.561508,94.978905,-107.186798,64.982773,107.727448,94.977623,-180.000000
PMU.001,2026-07-09T06:10:07.3Z,1783577407,300000,1,0x0000,true,59.991150,-0.000731,0.000000,0.000000,0x0007,88,95.000481,0.742599,99.988251,-70.370590,69.990082,143.340240,99.967896,-144.698364
PMU.001,2026-07-09T06:10:07.333333Z,1783577407,333333,1,0x0000,true,59.985260,-0.000196,0.000000,0.000000,0x0008,88,50.000000,36.740124,50.000000,-35.003143,75.004555,179.195480,50.000000,-108.629501
PMU.001,2026-07-09T06:10:07.366666Z,1783577407,366666,1,0x0000,true,60.016075,0.001027,0.000000,0.000000,0x0009,88,54.985691,72.354942,55.003956,0.454886,80.013206,-180.000000,55.000092,-72.322357
PMU.001,2026-07-09T06:10:07.4Z,1783577407,400000,1,0x0000,true,59.986717,-0.000979,0.000000,0.000000,0x000A,88,59.979836,108.247665,59.999371,35.925213,85.011528,-144.540466,60.006100,-35.590260
PMU.001,2026-07-09T06:10:07.433333Z,1783577407,433333,1,0x0000,true,59.988392,0.000056,0.000000,0.000000,0x000B,88,64.963600,143.889297,65.012604,71.491882,90.010849,-108.616203,65.015564,0.493821
PMU.001,2026-07-09T06:10:07.466666Z,1783577407,466666,1,0x0000,true,60.001213,0.000427,0.000000,0.000000,0x000C,88,69.980034,179.482544,69.996742,107.938965,95.010246,-72.155190,70.014015,35.716080
PMU.001,2026-07-09T06:10:07.5Z,1783577407,500000,1,0x0000,true,59.987869,-0.000445,0.000000,0.000000,0x000D,88,74.978882,-180.000000,74.998619,144.613541,50.000000,-36.904778,75.025528,70.939270
PMU.001,2026-07-09T06:10:07.533333Z,1783577407,533333,1,0x0000,true,60.006859,0.000633,0.000000,0.000000,0x000E,88,79.975334,-144.480484,79.991585,-180.000000,55.016037,-1.613566,80.017418,107.534927
PMU.001,2026-07-09T06:10:07.566666Z,1783577407,566666,1,0x0000,true,59.997002,-0.000329,0.000000,0.000000,0x000F,88,84.973900,-107.922249,84.980141,-143.384003,60.016670,34.620075,85.013405,143.055145
PMU.001,2026-07-09T06:10:07.6Z,1783577407,600000,1,0x0000,true,59.987694,-0.000310,0.000000,0.000000,0x0000,88,89.981850,-71.888588,89.968651,-106.736702,65.031273,69.991898,90.019859,179.213364
PMU.001,2026-07-09T06:10:07.633333Z,1783577407,633333,1,0x0000,true,60.011303,0.000787,0.000000,0.000000,0x0001,88,94.971191,-36.298542,94.974518,-70.606346,70.022697,106.288429,95.022278,-180.000000
PMU.001,2026-07-09T06:10:07.666666Z,1783577407,666666,1,0x0000,true,60.015720,0.000147,0.000000,0.000000,0x0002,88,99.985764,0.108617,99.964455,-34.208344,75.030060,142.423920,50.000000,-143.590454
PMU.001,2026-07-09T06:10:07.7Z,1783577407,700000,1,0x0000,true,59.993404,-0.000744,0.000000,0.000000,0x0003,88,50.000000,36.349079,50.000000,2.551562,80.020042,177.674103,54.985905,-106.910110
